date,user,message,only_date,year,month_num,month,day,day_name,hour,minute,period
2021-12-22 23:55:00,Adwait Ruia,"nay g 5'1 foot nasta 😂😂🤣🤣
",2021-12-22,2021,12,December,22,Wednesday,23,55,23-00
2021-12-22 23:56:00,Sharu👻,"Abey sambhalta kaise hoga

Kyaa gaanth maarke rakhega kya pant main 😂
",2021-12-22,2021,12,December,22,Wednesday,23,56,23-00
2021-12-22 23:56:00,Rashi,"Purvajan chya kalat astil sudha
",2021-12-22,2021,12,December,22,Wednesday,23,56,23-00
2021-12-22 23:57:00,Adwait Ruia,"Kahihi ugach tu bghayla gelelis
",2021-12-22,2021,12,December,22,Wednesday,23,57,23-00
2021-12-22 23:57:00,Adwait Ruia,"suit mein as a tie use kar sakte hai fir
",2021-12-22,2021,12,December,22,Wednesday,23,57,23-00
2021-12-22 23:58:00,Rashi,"Vichar karunach hasaila yetay😂😂
",2021-12-22,2021,12,December,22,Wednesday,23,58,23-00
2021-12-23 00:02:00,Sharu👻,"Mala tarr wierd watat aahe 😂
",2021-12-23,2021,12,December,23,Thursday,0,2,00-1
2021-12-23 00:04:00,Rashi,"Bhalte salte vichar yatayt😂😂😂
",2021-12-23,2021,12,December,23,Thursday,0,4,00-1
2021-12-23 00:04:00,Adwait Ruia,"Shee 😂😂
",2021-12-23,2021,12,December,23,Thursday,0,4,00-1
2021-12-23 00:05:00,Rashi,"😂😂😂
",2021-12-23,2021,12,December,23,Thursday,0,5,00-1
2021-12-23 00:06:00,Sharu👻,"This message was deleted
",2021-12-23,2021,12,December,23,Thursday,0,6,00-1
2021-12-23 00:07:00,Mahek 👽💀,"👀🧐
",2021-12-23,2021,12,December,23,Thursday,0,7,00-1
2021-12-23 00:07:00,Mahek 👽💀,"This is my business 🤨
",2021-12-23,2021,12,December,23,Thursday,0,7,00-1
2021-12-23 00:07:00,Sharu👻,"Accha sorie sorie
",2021-12-23,2021,12,December,23,Thursday,0,7,00-1
2021-12-23 00:07:00,Rashi,"Ye bhi karlo 🤦🏻‍♀️
",2021-12-23,2021,12,December,23,Thursday,0,7,00-1
2021-12-23 00:07:00,Sharu👻,"Karde tu
",2021-12-23,2021,12,December,23,Thursday,0,7,00-1
2021-12-23 00:08:00,Mahek 👽💀,"☹️☹️
",2021-12-23,2021,12,December,23,Thursday,0,8,00-1
2021-12-23 00:09:00,Rashi,"Chalo Goodnight
",2021-12-23,2021,12,December,23,Thursday,0,9,00-1
2021-12-23 00:09:00,Rashi,"Kal milte hai
",2021-12-23,2021,12,December,23,Thursday,0,9,00-1
2021-12-23 00:09:00,Samiksha 🤡,"tu aa ha time pe
",2021-12-23,2021,12,December,23,Thursday,0,9,00-1
2021-12-23 00:10:00,Rashi,"Ha yaar aajaungi
",2021-12-23,2021,12,December,23,Thursday,0,10,00-1
2021-12-23 00:10:00,Samiksha 🤡,"yess then meeet tomm✌🏻✌🏻✌🏻😊😊
",2021-12-23,2021,12,December,23,Thursday,0,10,00-1
2021-12-23 00:10:00,Rashi,"Yeps
",2021-12-23,2021,12,December,23,Thursday,0,10,00-1
2021-12-23 04:01:00,Siddhesh 🤖,"Good morning frands🌄
",2021-12-23,2021,12,December,23,Thursday,4,1,4-5
2021-12-23 05:24:00,Rashi,"Good morning 🏜
",2021-12-23,2021,12,December,23,Thursday,5,24,5-6
2021-12-23 06:31:00,Mahek 👽💀,"Good morning 🥱
",2021-12-23,2021,12,December,23,Thursday,6,31,6-7
2021-12-23 17:08:00,Sharu👻,"This message was deleted
",2021-12-23,2021,12,December,23,Thursday,17,8,17-18
2021-12-23 18:07:00,Vedanshu 🤧👾,"Guys gather!
",2021-12-23,2021,12,December,23,Thursday,18,7,18-19
2021-12-23 18:07:00,Samiksha 🤡,"Kaiko
",2021-12-23,2021,12,December,23,Thursday,18,7,18-19
2021-12-23 18:08:00,Vedanshu 🤧👾,"Apna phomtu
",2021-12-23,2021,12,December,23,Thursday,18,8,18-19
2021-12-23 18:09:00,Samiksha 🤡,"Pehle sabko jma kr
",2021-12-23,2021,12,December,23,Thursday,18,9,18-19
2021-12-23 18:09:00,Rashi,"Kidhar hoo sab
",2021-12-23,2021,12,December,23,Thursday,18,9,18-19
2021-12-23 18:09:00,Vedanshu 🤧👾,"Come nr counter
",2021-12-23,2021,12,December,23,Thursday,18,9,18-19
2021-12-23 18:09:00,Vedanshu 🤧👾,"Whr rashi is sitting
",2021-12-23,2021,12,December,23,Thursday,18,9,18-19
2021-12-23 18:09:00,Rashi,"Tu hai kidhar
",2021-12-23,2021,12,December,23,Thursday,18,9,18-19
2021-12-23 19:43:00,Mahek 👽💀,"Me reached!! 
Ghar jaa k msg karo sab !
",2021-12-23,2021,12,December,23,Thursday,19,43,19-20
2021-12-23 19:43:00,Vedanshu 🤧👾,"Having dinner on clg ka terrace☺️
",2021-12-23,2021,12,December,23,Thursday,19,43,19-20
2021-12-23 19:44:00,Vedanshu 🤧👾,"Full marine drive feel bc
",2021-12-23,2021,12,December,23,Thursday,19,44,19-20
2021-12-23 19:44:00,Mahek 👽💀,"Continue....
",2021-12-23,2021,12,December,23,Thursday,19,44,19-20
2021-12-23 19:44:00,Vedanshu 🤧👾,"Ekdam thanda thanda hai
",2021-12-23,2021,12,December,23,Thursday,19,44,19-20
2021-12-23 19:44:00,Mahek 👽💀,"Haa na bc
",2021-12-23,2021,12,December,23,Thursday,19,44,19-20
2021-12-23 19:44:00,Mahek 👽💀,"😑😑
",2021-12-23,2021,12,December,23,Thursday,19,44,19-20
2021-12-23 19:47:00,Vedanshu 🤧👾,"null
",2021-12-23,2021,12,December,23,Thursday,19,47,19-20
2021-12-23 19:50:00,Vedanshu 🤧👾,"null
",2021-12-23,2021,12,December,23,Thursday,19,50,19-20
2021-12-23 20:08:00,Vedanshu 🤧👾,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,8,20-21
2021-12-23 20:41:00,Siddhesh 🤖,"Jiske paas bhi apna aaj ka kicha hua photos hai bhejo
",2021-12-23,2021,12,December,23,Thursday,20,41,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:49:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,49,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 20:50:00,Mahek 👽💀,"<Media omitted>
",2021-12-23,2021,12,December,23,Thursday,20,50,20-21
2021-12-23 21:17:00,Vedanshu 🤧👾,"Grp kaam change karu kya😬😂
",2021-12-23,2021,12,December,23,Thursday,21,17,21-22
2021-12-23 21:19:00,Vedanshu 🤧👾,"Oh bhai sahab ye rubina thi?! Mere saamne gayi prerana ke saath maine pehchana hi nhi🤣
",2021-12-23,2021,12,December,23,Thursday,21,19,21-22
2021-12-23 21:29:00,Sharu👻,"Acche aaye hai pics saare
",2021-12-23,2021,12,December,23,Thursday,21,29,21-22
2021-12-23 21:29:00,Sharu👻,"Name?
",2021-12-23,2021,12,December,23,Thursday,21,29,21-22
2021-12-23 21:29:00,Vedanshu 🤧👾,"Ha
",2021-12-23,2021,12,December,23,Thursday,21,29,21-22
2021-12-23 21:29:00,Sharu👻,"Kya rakh raha hai?
",2021-12-23,2021,12,December,23,Thursday,21,29,21-22
2021-12-23 21:29:00,Vedanshu 🤧👾,"Subhe hi acche aate hai re
",2021-12-23,2021,12,December,23,Thursday,21,29,21-22
2021-12-23 21:30:00,Sharu👻,".
",2021-12-23,2021,12,December,23,Thursday,21,30,21-22
2021-12-23 21:30:00,Vedanshu 🤧👾,"Soch raha hu
",2021-12-23,2021,12,December,23,Thursday,21,30,21-22
2021-12-23 21:30:00,Sharu👻,"Ok
",2021-12-23,2021,12,December,23,Thursday,21,30,21-22
2021-12-23 21:31:00,Vedanshu 🤧👾,"Tu bata kuch
",2021-12-23,2021,12,December,23,Thursday,21,31,21-22
2021-12-23 21:31:00,Sharu👻,"Nahin bhai
Tu hi soch
",2021-12-23,2021,12,December,23,Thursday,21,31,21-22
2021-12-23 21:32:00,Vedanshu 🤧👾,"Bhendi abhi ka naam gharwalo ne dekhliya toh mere dudh ke dhule image pe chai gir jayegi🤣
",2021-12-23,2021,12,December,23,Thursday,21,32,21-22
2021-12-23 21:32:00,Sharu👻,"Tere hisaab se tuhi dekhle fir
Baaki log ko bhi pucch ke
",2021-12-23,2021,12,December,23,Thursday,21,32,21-22
2021-12-23 22:34:00,Adwait Ruia,"Ye kaun hai bey😳😳😳
",2021-12-23,2021,12,December,23,Thursday,22,34,22-23
2021-12-23 22:35:00,Mahek 👽💀,"Aukaat k bahar wali 😂
",2021-12-23,2021,12,December,23,Thursday,22,35,22-23
2021-12-23 22:36:00,Adwait Ruia,"Kaun?😂
",2021-12-23,2021,12,December,23,Thursday,22,36,22-23
2021-12-23 22:37:00,Adwait Ruia,"Aisa nahi bolte 🥺
",2021-12-23,2021,12,December,23,Thursday,22,37,22-23
2021-12-23 22:37:00,Mahek 👽💀,"Rubina ik😂
",2021-12-23,2021,12,December,23,Thursday,22,37,22-23
2021-12-23 22:37:00,Adwait Ruia,"bc kitne maze kiye yar tum logo ne
",2021-12-23,2021,12,December,23,Thursday,22,37,22-23
2021-12-23 22:37:00,Adwait Ruia,"Ohh apne class vali hai ?
",2021-12-23,2021,12,December,23,Thursday,22,37,22-23
2021-12-23 22:37:00,Mahek 👽💀,"Haaaa
",2021-12-23,2021,12,December,23,Thursday,22,37,22-23
2021-12-23 22:37:00,Sharu👻,"Jaane waali hai 
Change kar rahi hai apna stream
",2021-12-23,2021,12,December,23,Thursday,22,37,22-23
2021-12-23 22:40:00,Adwait Ruia,"Ha but clg same rahega na
",2021-12-23,2021,12,December,23,Thursday,22,40,22-23
2021-12-23 22:42:00,Adwait Ruia,"Meko uska insta @ bhej na jara
",2021-12-23,2021,12,December,23,Thursday,22,42,22-23
2021-12-23 22:52:00,Mahek 👽💀,"Nhi hai voh insta pe
",2021-12-23,2021,12,December,23,Thursday,22,52,22-23
2021-12-23 22:52:00,Mahek 👽💀,"She is very sharif
",2021-12-23,2021,12,December,23,Thursday,22,52,22-23
2021-12-23 22:52:00,Mahek 👽💀,"No gaali
",2021-12-23,2021,12,December,23,Thursday,22,52,22-23
2021-12-23 22:53:00,Mahek 👽💀,"No nthg
",2021-12-23,2021,12,December,23,Thursday,22,53,22-23
2021-12-23 22:53:00,Mahek 👽💀,"Only padhaie
",2021-12-23,2021,12,December,23,Thursday,22,53,22-23
2021-12-23 23:16:00,Adwait Ruia,"🤕🤕🤕🤕🤕
",2021-12-23,2021,12,December,23,Thursday,23,16,23-00
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:36:00,Mahek 👽💀,"<Media omitted>
",2021-12-24,2021,12,December,24,Friday,21,36,21-22
2021-12-24 21:39:00,Rashi,"Theek laag raha hai shyad terko😂
",2021-12-24,2021,12,December,24,Friday,21,39,21-22
2021-12-24 21:40:00,Mahek 👽💀,"😂😂😂 
Abhi blood test kar k aayi shayad isliye 😂
",2021-12-24,2021,12,December,24,Friday,21,40,21-22
2021-12-24 21:41:00,Samiksha 🤡,"😂😂😂
",2021-12-24,2021,12,December,24,Friday,21,41,21-22
2021-12-24 21:41:00,Rashi,"Itna kya hua terko
",2021-12-24,2021,12,December,24,Friday,21,41,21-22
2021-12-24 21:41:00,Samiksha 🤡,"Khun ke saath jo thodi reh gyi thi woh bhi gayab lagta hai
",2021-12-24,2021,12,December,24,Friday,21,41,21-22
2021-12-24 21:41:00,Mahek 👽💀,"Nazar lag gayi 🙈
",2021-12-24,2021,12,December,24,Friday,21,41,21-22
2021-12-24 21:41:00,group_notification,"Vedanshu 🤧👾 changed the subject from ""Chutiyapa gang😂"" to ""Chinimini gang😂""
",2021-12-24,2021,12,December,24,Friday,21,41,21-22
2021-12-24 21:41:00,Rashi,"Hana
",2021-12-24,2021,12,December,24,Friday,21,41,21-22
2021-12-24 21:41:00,Rashi,"Kal tum sab log free hoo kyaaa????
",2021-12-24,2021,12,December,24,Friday,21,41,21-22
2021-12-24 21:42:00,Mahek 👽💀,"Kyuu
",2021-12-24,2021,12,December,24,Friday,21,42,21-22
2021-12-24 21:42:00,Rashi,"Movie dekhne jate hai
",2021-12-24,2021,12,December,24,Friday,21,42,21-22
2021-12-24 21:42:00,Vedanshu 🤧👾,"Kya re @919834582397 nazar laga diya hamare mahek ko?
",2021-12-24,2021,12,December,24,Friday,21,42,21-22
2021-12-24 21:43:00,Rashi,"Kya @919834582397 Asa kartat kaa
",2021-12-24,2021,12,December,24,Friday,21,43,21-22
2021-12-24 21:43:00,Mahek 👽💀,"Nahh
",2021-12-24,2021,12,December,24,Friday,21,43,21-22
2021-12-24 21:43:00,Rashi,"Tu aaram kar
",2021-12-24,2021,12,December,24,Friday,21,43,21-22
2021-12-24 21:43:00,Mahek 👽💀,"Bichara @919834582397 😂😂
",2021-12-24,2021,12,December,24,Friday,21,43,21-22
2021-12-24 21:44:00,Rashi,"Tujhe nhi puch rahi me tu bimar hai
",2021-12-24,2021,12,December,24,Friday,21,44,21-22
2021-12-24 21:44:00,Mahek 👽💀,"Mere bina nhi jaane ka
",2021-12-24,2021,12,December,24,Friday,21,44,21-22
2021-12-24 21:44:00,Mahek 👽💀,"😤
",2021-12-24,2021,12,December,24,Friday,21,44,21-22
2021-12-24 21:44:00,Rashi,"Tere saath bhi jayenge
",2021-12-24,2021,12,December,24,Friday,21,44,21-22
2021-12-24 21:45:00,Mahek 👽💀,"Kal Christmas hai
",2021-12-24,2021,12,December,24,Friday,21,45,21-22
2021-12-24 21:46:00,Samiksha 🤡,"Ohhfreak meko mili thi na tu nazar lagani chahiyenthi yarrrr
",2021-12-24,2021,12,December,24,Friday,21,46,21-22
2021-12-24 21:47:00,Mahek 👽💀,"Mai siddhesh aur sharvin ki bhi mili abhi 😂
",2021-12-24,2021,12,December,24,Friday,21,47,21-22
2021-12-24 21:53:00,Samiksha 🤡,"Woh teri nazar utarne wale the kya
",2021-12-24,2021,12,December,24,Friday,21,53,21-22
2021-12-24 21:53:00,Samiksha 🤡,"😂😂😂jo nazar lagata hai woh nazar thodi nikalta hai
",2021-12-24,2021,12,December,24,Friday,21,53,21-22
2021-12-24 22:20:00,Rashi,"Sab poche kyaa ghar???
",2021-12-24,2021,12,December,24,Friday,22,20,22-23
2021-12-24 22:24:00,Mahek 👽💀,"😂😂😂😂
",2021-12-24,2021,12,December,24,Friday,22,24,22-23
2021-12-24 22:24:00,Mahek 👽💀,"Tu nikal meri nazar 😂
",2021-12-24,2021,12,December,24,Friday,22,24,22-23
2021-12-24 22:24:00,Mahek 👽💀,"Sab dinner ko gaye hai 🤦🏻‍♀️
",2021-12-24,2021,12,December,24,Friday,22,24,22-23
2021-12-24 22:26:00,Vedanshu 🤧👾,"Abhi niklunga
",2021-12-24,2021,12,December,24,Friday,22,26,22-23
2021-12-24 22:27:00,Vedanshu 🤧👾,"Security walo ne crisis walo ko bhi nikaal diya end me🤣
",2021-12-24,2021,12,December,24,Friday,22,27,22-23
2021-12-24 22:27:00,Mahek 👽💀,"Tumlog ko aur kya hi kaam hai 😏
",2021-12-24,2021,12,December,24,Friday,22,27,22-23
2021-12-24 22:28:00,Vedanshu 🤧👾,"We are the only ppl in clg😎
",2021-12-24,2021,12,December,24,Friday,22,28,22-23
2021-12-24 22:29:00,Vedanshu 🤧👾,"Principal aayi thi
",2021-12-24,2021,12,December,24,Friday,22,29,22-23
2021-12-24 22:29:00,Mahek 👽💀,"Haaa ache se saaf safayi karo 😂
",2021-12-24,2021,12,December,24,Friday,22,29,22-23
2021-12-24 22:29:00,Vedanshu 🤧👾,"Boli team security ne sabse zyada mehnat kiya😎
",2021-12-24,2021,12,December,24,Friday,22,29,22-23
2021-12-24 22:30:00,Vedanshu 🤧👾,"Arey tu aayi nhi na...wo sab crisis se karwake unko bhaga diya🤣
",2021-12-24,2021,12,December,24,Friday,22,30,22-23
2021-12-24 22:30:00,Mahek 👽💀,"Kya faida 
Atlast trophy toh infra ko hi jaane wali hai
",2021-12-24,2021,12,December,24,Friday,22,30,22-23
2021-12-24 22:31:00,Vedanshu 🤧👾,"Dekhte rahiyo😎
",2021-12-24,2021,12,December,24,Friday,22,31,22-23
2021-12-24 22:35:00,Samiksha 🤡,"Haa whi
",2021-12-24,2021,12,December,24,Friday,22,35,22-23
2021-12-24 22:35:00,Mahek 👽💀,"Mai kyu dekhu ?? 
Rashi dekhengi tujhe 👀😂
",2021-12-24,2021,12,December,24,Friday,22,35,22-23
2021-12-24 22:38:00,Vedanshu 🤧👾,"Wo toh kal samjhega kisko dekha jaa raha hai👀😂
",2021-12-24,2021,12,December,24,Friday,22,38,22-23
2021-12-24 22:38:00,Mahek 👽💀,"Kyuu kal kya hai ??
",2021-12-24,2021,12,December,24,Friday,22,38,22-23
2021-12-24 22:39:00,Rashi,"Ye kya hoo raha hai?😂
",2021-12-24,2021,12,December,24,Friday,22,39,22-23
2021-12-24 22:39:00,Vedanshu 🤧👾,"😎
",2021-12-24,2021,12,December,24,Friday,22,39,22-23
2021-12-24 22:40:00,Mahek 👽💀,"Vedanshu ko teri yaad aa rahi hai 😂
",2021-12-24,2021,12,December,24,Friday,22,40,22-23
2021-12-24 22:40:00,Mahek 👽💀,"Koe nhi aayenga
",2021-12-24,2021,12,December,24,Friday,22,40,22-23
2021-12-24 22:40:00,Mahek 👽💀,"😂
",2021-12-24,2021,12,December,24,Friday,22,40,22-23
2021-12-24 22:40:00,Vedanshu 🤧👾,"Kal pata chalega👀
",2021-12-24,2021,12,December,24,Friday,22,40,22-23
2021-12-24 22:40:00,Vedanshu 🤧👾,"Soja ab
",2021-12-24,2021,12,December,24,Friday,22,40,22-23
